0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.714033,226.37589,244.31546,242.76169,242.74712,115.77094,228.76218,195.95987,96.24906,230.06914,198.2659,251.23888,157.57451,147.45663,26.91881,36.90957,150.35764,52.578075,237.9043,250.23328,233.20209,211.78314,224.1083,178.17004,207.02151,99.72704,0.0,0.0,0.0,41.569263,37.219284,0.6416027,110.83191,196.56729,140.21207,190.9151,222.12555,79.631,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.048834,192.43448,251.01366,251.01366,213.01172,183.99844,99.973015,207.43599,142.89676,85.60425,148.0331,112.198074,240.48206,239.18816,189.54095,0.0,0.0,0.0,145.68884,210.35458,251.17313,251.17313,248.74893,166.43466,178.12285,127.843094,12.3761,0.0,0.0,106.01712,131.90115,194.97414,96.824776,20.279758,110.40805,39.878075,87.194626,216.2897,71.87218,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.545048,249.55647,251.01366,251.01366,215.32478,184.4986,55.549175,140.97527,194.20572,183.39644,111.721344,148.26555,206.82024,169.18825,58.409317,0.0,0.0,0.0,145.03874,240.85324,251.17313,251.17313,244.3535,207.74597,112.49042,0.9922818,0.0,0.0,0.0,54.521496,165.72244,203.96935,103.49339,132.83298,202.01442,198.00706,181.4752,207.36551,84.74661,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.679926,221.41696,248.14465,251.01366,251.01366,184.31467,198.0487,40.650127,68.38505,22.999275,85.92674,53.68782,41.736008,104.423935,18.336502,0.0,0.0,16.250206,105.95403,195.36624,239.64351,251.17313,243.62303,113.51434,16.714943,0.0,0.0,0.0,0.0,27.091663,174.34393,183.56773,202.738,122.58438,157.49094,233.72653,210.38379,216.14584,232.14293,106.58156,10.563991,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.86492,242.96529,241.70636,251.01366,194.20259,173.18773,238.5745,80.03694,217.57657,194.35248,30.318071,10.195522,39.151436,0.0,0.0,0.0,0.0,124.8596,178.06267,218.76683,90.24157,162.4919,128.23026,0.0,0.0,0.0,0.0,0.0,0.0,126.70919,180.20572,86.3119,76.84646,212.09361,181.6271,171.99585,225.35362,213.63528,223.79343,247.21045,47.665627,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.94202,229.65031,251.01366,224.81625,149.07378,128.62968,179.19975,213.33574,246.46037,220.69382,219.45938,204.74928,79.766,0.0,0.0,0.0,205.94986,185.66449,153.15501,25.355537,147.71135,0.0,0.0,0.0,0.0,23.544317,8.461418,0.0,58.048378,211.77522,118.11101,181.86935,205.7367,212.10559,213.39264,182.24928,247.64157,235.77547,187.73715,28.697084,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.653976,248.55339,251.01366,251.01366,251.01366,245.34407,159.33884,251.01366,251.01366,251.01366,90.36873,14.036511,186.75322,92.53895,0.0,0.0,35.03946,196.78117,240.52672,250.96852,142.7094,223.95302,0.0,0.0,0.0,60.22337,226.42169,165.35802,1.0314944,3.626389,148.50923,78.41615,212.1645,214.97076,214.69579,210.35788,205.67163,239.58891,230.5972,176.11826,157.67651,101.17347
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.753265,251.01366,251.01366,251.01366,224.3295,237.20676,67.25078,245.7108,180.69644,173.98906,20.044748,0.0,7.11397,4.6331215,0.0,0.0,114.75584,236.54459,103.26007,223.88683,188.38141,122.61428,0.0,0.0,52.008293,245.39339,250.94405,250.94405,120.93323,0.0,1.2467978,0.0049911826,210.54279,202.37007,215.96342,218.99992,190.47585,192.97443,164.90463,107.78854,115.39191,77.001045
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8704671,190.204,226.72403,251.01366,231.74944,198.19208,88.675,251.01366,250.00098,175.05147,0.0,0.0,0.0,0.0,0.0,15.652777,209.12221,180.51105,20.371664,242.01137,171.97935,149.54974,0.0,0.0,176.41641,250.94405,250.94405,250.94405,245.95627,31.847654,0.0,52.440166,213.244,225.55844,197.37592,126.59236,101.45405,136.4337,0.0,11.606834,62.37528,207.6582
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.941788,202.50633,186.41437,248.83388,134.18436,124.20615,223.9081,251.01366,251.01366,40.963554,0.0,0.0,53.58507,0.0,0.82645833,180.93965,140.07841,96.03901,143.34451,213.62642,205.0162,242.7209,29.410154,0.0,79.9182,236.79936,230.5248,213.85634,250.94405,111.893654,0.0,105.07247,199.79234,224.43921,220.30493,203.37564,74.949234,35.247753,101.321106,183.36758,250.70175,184.32587
