X,Y,osm_id,code,fclass,name
-70.940926,42.1267735,289333801,6101,rail,
-70.9411722,42.127791,289333802,6101,rail,
-70.9409827,42.1271273,289333802,6101,rail,
-70.940877,42.1268507,289333802,6101,rail,
-70.9408009,42.1266118,289333802,6101,rail,
-70.9407411,42.126402,289333802,6101,rail,
-70.9404063,42.1252521,289333802,6101,rail,
-70.9400453,42.1240559,289333802,6101,rail,
-70.9398934,42.1235517,289333802,6101,rail,
-70.9395448,42.1223403,289333802,6101,rail,
-70.9394545,42.1220515,289333802,6101,rail,
-70.9394103,42.1218901,289333802,6101,rail,
-70.9392856,42.1212239,289333802,6101,rail,
-70.9628723,42.1744858,289333803,6101,rail,Plymouth Branch
-70.9627898,42.1743807,289333803,6101,rail,Plymouth Branch
-70.9627898,42.1743807,289333804,6101,rail,Plymouth Branch
-70.9616041,42.1728435,289333804,6101,rail,Plymouth Branch
-70.9597152,42.1704033,289333804,6101,rail,Plymouth Branch
-70.9591257,42.1695247,289333804,6101,rail,Plymouth Branch
-70.9588163,42.1689767,289333804,6101,rail,Plymouth Branch
-70.9585666,42.1685108,289333804,6101,rail,Plymouth Branch
-70.9583836,42.168135,289333804,6101,rail,Plymouth Branch
-70.9581262,42.1676106,289333804,6101,rail,Plymouth Branch
-70.9579432,42.1671115,289333804,6101,rail,Plymouth Branch
-70.9577413,42.1665298,289333804,6101,rail,Plymouth Branch
-70.9574221,42.1654218,289333804,6101,rail,Plymouth Branch
-70.95581,42.1597754,289333804,6101,rail,Plymouth Branch
-70.9555404,42.1589245,289333804,6101,rail,Plymouth Branch
-70.9552969,42.1583546,289333804,6101,rail,Plymouth Branch
-70.9549198,42.1575999,289333804,6101,rail,Plymouth Branch
-70.9542261,42.156499,289333804,6101,rail,Plymouth Branch
-70.9531301,42.1548372,289333804,6101,rail,Plymouth Branch
-70.9526597,42.1540063,289333804,6101,rail,Plymouth Branch
-70.9526265,42.1539509,289333804,6101,rail,Plymouth Branch
-70.7193705,41.994427,306442310,6101,rail,Plymouth Branch
-70.718921,41.9942144,306442310,6101,rail,Plymouth Branch
-70.721521,41.9953568,321519594,6101,rail,Plymouth Branch
-70.7199232,41.9946947,321519594,6101,rail,Plymouth Branch
-70.6984658,41.9849814,548925736,6101,rail,Plymouth Branch
-70.6951769,41.9834347,548925736,6101,rail,Plymouth Branch
-70.6937092,41.9827702,548925736,6101,rail,Plymouth Branch
-70.6928743,41.9823921,548925736,6101,rail,Plymouth Branch
-70.6904435,41.9812863,548925736,6101,rail,Plymouth Branch
-70.6892925,41.9807675,548925736,6101,rail,Plymouth Branch
-70.6882782,41.9803082,548925736,6101,rail,Plymouth Branch
-70.6877797,41.9800824,548925736,6101,rail,Plymouth Branch
-70.6836783,41.9782252,548925736,6101,rail,Plymouth Branch
-70.8700396,42.0376706,548925737,6101,rail,Plymouth Branch
-70.8680304,42.0366537,548925737,6101,rail,Plymouth Branch
-70.8639079,42.0345777,548925737,6101,rail,Plymouth Branch
-70.8619893,42.0336186,548925737,6101,rail,Plymouth Branch
-70.8597803,42.0325187,548925737,6101,rail,Plymouth Branch
-70.8591447,42.0321907,548925737,6101,rail,Plymouth Branch
-70.8558672,42.0305553,548925737,6101,rail,Plymouth Branch
-70.8531826,42.0292133,548925737,6101,rail,Plymouth Branch
-70.8490437,42.0271387,548925737,6101,rail,Plymouth Branch
-70.8460659,42.0256534,548925737,6101,rail,Plymouth Branch
-70.8420349,42.0236332,548925737,6101,rail,Plymouth Branch
-70.8384257,42.0218244,548925737,6101,rail,Plymouth Branch
-70.8354473,42.0203316,548925737,6101,rail,Plymouth Branch
-70.8312392,42.0182157,548925737,6101,rail,Plymouth Branch
-70.8263181,42.0157456,548925737,6101,rail,Plymouth Branch
-70.8240074,42.0145818,548925737,6101,rail,Plymouth Branch
-70.82226,42.0137103,548925737,6101,rail,Plymouth Branch
-70.8208284,42.0129953,548925737,6101,rail,Plymouth Branch
-70.818626,42.0118923,548925737,6101,rail,Plymouth Branch
-70.8149866,42.0100641,548925737,6101,rail,Plymouth Branch
-70.8115342,42.0083293,548925737,6101,rail,Plymouth Branch
-70.8099691,42.0075463,548925737,6101,rail,Plymouth Branch
-70.8098141,42.0074687,548925737,6101,rail,Plymouth Branch
-70.8811532,42.0432396,548925743,6101,rail,Plymouth Branch
-70.8788589,42.0420785,548925743,6101,rail,Plymouth Branch
-70.8753687,42.0403345,548925743,6101,rail,Plymouth Branch
-70.8734167,42.0393545,548925743,6101,rail,Plymouth Branch
-70.8700396,42.0376706,548925743,6101,rail,Plymouth Branch
-70.9419566,42.1304456,548925752,6101,rail,
-70.9419027,42.1302465,548925752,6101,rail,
-70.9414349,42.128654,548925752,6101,rail,
-70.9526265,42.1539509,548925754,6101,rail,Plymouth Branch
-70.952359,42.1535314,548925754,6101,rail,Plymouth Branch
-70.9509636,42.1513127,548925754,6101,rail,Plymouth Branch
-70.9488914,42.1480228,548925754,6101,rail,Plymouth Branch
-70.9464953,42.144204,548925754,6101,rail,Plymouth Branch
-70.9461187,42.143516,548925754,6101,rail,Plymouth Branch
-70.9457603,42.1427727,548925754,6101,rail,Plymouth Branch
-70.9454073,42.141877,548925754,6101,rail,Plymouth Branch
-70.945129,42.1410082,548925754,6101,rail,Plymouth Branch
-70.9446486,42.1393772,548925754,6101,rail,Plymouth Branch
-70.9433515,42.134975,548925754,6101,rail,Plymouth Branch
-70.9428912,42.1334228,548925754,6101,rail,Plymouth Branch
-70.9423381,42.1315461,548925754,6101,rail,Plymouth Branch
-70.9419517,42.130242,548925754,6101,rail,Plymouth Branch
-70.9416286,42.1291525,548925754,6101,rail,Plymouth Branch
-70.941278,42.12798,548925754,6101,rail,Plymouth Branch
-70.940926,42.1267735,548925754,6101,rail,Plymouth Branch
-70.9408113,42.1263806,548925754,6101,rail,Plymouth Branch
-70.9401498,42.1241495,548925754,6101,rail,Plymouth Branch
-70.9397132,42.1226557,548925754,6101,rail,Plymouth Branch
-70.9392856,42.1212239,548925754,6101,rail,Plymouth Branch
-70.9390982,42.1205816,548925754,6101,rail,Plymouth Branch
-70.9380673,42.1170785,548925754,6101,rail,Plymouth Branch
-70.9378629,42.1164102,548925754,6101,rail,Plymouth Branch
-70.9376197,42.1157424,548925754,6101,rail,Plymouth Branch
